Price,Apartment type,Metro station,Minutes to metro,Region,Number of rooms,Area,Living area,Kitchen area,Floor,Number of floors,Renovation
7412340.0,New building,Котельники,10.0,Moscow region,2.0,57.46,25.0,16.0,3.0,17,Cosmetic
5650762.0,New building,Жулебино,14.0,Moscow region,2.0,38.19,24.8,4.5,6.0,14,Cosmetic
5579786.0,New building,Красногвардейская,11.0,Moscow region,2.0,37.66,26.1,3.4,3.0,20,Cosmetic
6146863.0,New building,Красногвардейская,11.0,Moscow region,2.0,40.5,27.2,4.1,16.0,20,Cosmetic
6850000.0,New building,Битца,12.0,Moscow region,1.0,40.71,10.3,18.4,1.0,9,Cosmetic
15080000.0,New building,Битца,12.0,Moscow region,3.0,120.18,47.6,21.2,1.0,9,Cosmetic
20008625.0,New building,Каширская,4.0,Moscow,3.0,74.35,48.0,6.0,10.0,10,European-style renovation
4100000.0,New building,Домодедовская,30.0,Moscow region,0.0,20.7,11.7,5.0,16.0,15,Cosmetic
6700000.0,New building,Красногвардейская,11.0,Moscow region,2.0,55.0,29.0,13.6,10.0,20,Cosmetic
5634717.0,New building,Красногвардейская,11.0,Moscow region,2.0,34.54,19.8,6.0,8.0,20,Cosmetic
7498913.0,New building,Красногвардейская,11.0,Moscow region,3.0,61.0,35.4,5.8,7.0,20,Cosmetic
6244790.0,New building,Красногвардейская,11.0,Moscow region,2.0,47.4,29.1,9.2,8.0,20,Cosmetic
9500000.0,New building,Царицыно,7.0,Moscow,1.0,38.5,17.4,9.7,13.0,13,Cosmetic
15534000.0,New building,Аннино,7.0,Moscow,2.0,86.3,45.8,13.8,2.0,22,Cosmetic
7434497.0,New building,Красногвардейская,11.0,Moscow region,3.0,61.0,35.4,5.8,7.0,20,Cosmetic
5110140.0,New building,Красногвардейская,5.0,Moscow region,1.0,42.0,23.4,10.1,1.0,20,Cosmetic
5688703.0,New building,Красногвардейская,11.0,Moscow region,2.0,34.54,19.8,6.0,12.0,20,Cosmetic
5393352.0,New building,Красногвардейская,16.0,Moscow region,2.0,35.27,24.5,2.7,14.0,20,Cosmetic
5048889.0,New building,Красногвардейская,16.0,Moscow region,2.0,33.35,19.8,5.3,10.0,20,Cosmetic
9264615.0,New building,Красногвардейская,16.0,Moscow region,3.0,62.07,35.1,5.7,7.0,20,Cosmetic
5497447.0,New building,Жулебино,14.0,Moscow region,2.0,35.42,23.2,3.2,14.0,14,Cosmetic
8518035.0,New building,Жулебино,14.0,Moscow region,2.0,56.43,29.8,12.1,12.0,14,Cosmetic
6132462.0,New building,Красногвардейская,11.0,Moscow region,2.0,44.44,27.3,5.0,11.0,20,Cosmetic
6657513.0,New building,Красногвардейская,11.0,Moscow region,2.0,49.13,20.7,9.5,3.0,20,Cosmetic
6571905.0,New building,Красногвардейская,11.0,Moscow region,3.0,52.76,35.0,5.7,7.0,20,Cosmetic
5457746.0,New building,Красногвардейская,12.0,Moscow region,2.0,35.31,22.2,5.0,3.0,20,Cosmetic
7577810.0,New building,Красногвардейская,11.0,Moscow region,2.0,57.98,33.0,10.4,11.0,20,Cosmetic
6287877.0,New building,Красногвардейская,11.0,Moscow region,2.0,47.4,29.1,9.2,6.0,20,Cosmetic
8898740.0,New building,Жулебино,14.0,Moscow region,2.0,59.21,30.2,13.6,15.0,14,Cosmetic
5912320.0,New building,Красногвардейская,12.0,Moscow region,2.0,37.16,24.0,5.0,14.0,20,Cosmetic
5347481.0,New building,Жулебино,14.0,Moscow region,2.0,36.41,22.1,5.7,2.0,14,Cosmetic
5510252.0,New building,Красногвардейская,12.0,Moscow region,2.0,35.31,22.2,5.0,7.0,20,Cosmetic
7600000.0,New building,Красногвардейская,9.0,Moscow region,2.0,46.2,26.3,6.5,6.0,20,Cosmetic
13944420.0,New building,Депо,13.0,Moscow,3.0,83.3,42.2,14.2,3.0,11,Cosmetic
9856880.0,New building,Депо,13.0,Moscow,2.0,50.6,20.2,17.6,9.0,11,Cosmetic
7358260.0,New building,Депо,13.0,Moscow,2.0,33.8,20.2,6.4,9.0,11,Cosmetic
11058140.0,New building,Депо,13.0,Moscow,2.0,61.4,21.9,15.8,5.0,11,Cosmetic
10879830.0,New building,Депо,13.0,Moscow,2.0,54.7,23.5,19.4,23.0,11,Cosmetic
9674340.0,New building,Депо,13.0,Moscow,2.0,47.4,22.8,15.3,16.0,11,Cosmetic
7675120.0,New building,Котельники,17.0,Moscow region,1.0,39.4,11.2,19.6,2.0,17,Cosmetic
7659476.0,New building,Красногвардейская,5.0,Moscow region,2.0,60.6,32.8,7.9,11.0,20,Cosmetic
8011320.0,New building,Зябликово,9.0,Moscow region,2.0,60.6,32.8,11.7,11.0,14,Cosmetic
5903710.0,New building,Зябликово,9.0,Moscow region,1.0,41.9,23.3,10.1,16.0,14,Cosmetic
4400000.0,New building,Царицыно,4.0,Moscow,1.0,24.7,24.7,8.7,4.0,13,Cosmetic
4400000.0,New building,Царицыно,4.0,Moscow,1.0,24.7,24.7,8.7,4.0,13,Cosmetic
9045303.0,New building,Домодедовская,8.0,Moscow region,2.0,53.47,25.0,13.7,7.0,15,Cosmetic
9328290.0,New building,Красногвардейская,5.0,Moscow region,3.0,83.4,44.3,13.5,1.0,20,Cosmetic
7425770.0,New building,Красногвардейская,5.0,Moscow region,2.0,60.5,32.7,11.6,1.0,20,Cosmetic
7057550.0,New building,Красногвардейская,5.0,Moscow region,2.0,57.5,31.2,11.4,1.0,20,Cosmetic
7438044.0,New building,Красногвардейская,5.0,Moscow region,2.0,60.6,32.8,11.7,1.0,20,Cosmetic
5620625.0,New building,Красногвардейская,5.0,Moscow region,1.0,42.5,23.6,10.2,1.0,20,Cosmetic
6191780.0,New building,Красногвардейская,5.0,Moscow region,1.0,47.0,25.9,10.5,1.0,20,Cosmetic
5673525.0,New building,Красногвардейская,5.0,Moscow region,1.0,42.9,23.8,10.2,1.0,20,Cosmetic
7855627.0,New building,Красногвардейская,5.0,Moscow region,2.0,59.8,32.4,11.6,1.0,20,Cosmetic
7448395.0,New building,Красногвардейская,5.0,Moscow region,2.0,56.7,30.8,11.3,1.0,20,Cosmetic
7540351.0,New building,Красногвардейская,5.0,Moscow region,2.0,57.4,31.2,11.4,1.0,20,Cosmetic
5993077.0,New building,Красногвардейская,5.0,Moscow region,1.0,40.9,22.8,10.0,1.0,20,Cosmetic
9556776.0,New building,Красногвардейская,5.0,Moscow region,3.0,82.8,44.0,13.5,1.0,20,Cosmetic
7499278.0,New building,Красногвардейская,5.0,Moscow region,2.0,60.1,32.5,11.6,1.0,20,Cosmetic
6051756.0,New building,Красногвардейская,5.0,Moscow region,1.0,42.6,23.7,10.2,1.0,20,Cosmetic
5359676.0,New building,Красногвардейская,11.0,Moscow region,2.0,37.16,24.0,5.0,7.0,20,Cosmetic
6399000.0,New building,Депо,17.0,Moscow,0.0,27.01,17.1,8.9,6.0,11,Cosmetic
5345103.0,New building,Красногвардейская,16.0,Moscow region,2.0,35.27,24.5,2.7,6.0,20,Cosmetic
5804932.0,New building,Жулебино,14.0,Moscow region,2.0,37.43,25.2,4.0,11.0,14,Cosmetic
5199877.0,New building,Красногвардейская,11.0,Moscow region,2.0,35.31,22.2,5.0,5.0,20,Cosmetic
9070102.0,New building,Жулебино,13.0,Moscow region,3.0,73.93,45.7,11.5,3.0,14,Cosmetic
7729657.0,New building,Жулебино,13.0,Moscow region,2.0,54.22,28.6,13.6,7.0,14,Cosmetic
4360642.0,New building,Жулебино,13.0,Moscow region,0.0,23.89,15.5,8.6,7.0,14,Cosmetic
4207435.0,New building,Жулебино,13.0,Moscow region,0.0,23.89,15.5,8.6,7.0,14,Cosmetic
4190187.0,New building,Жулебино,13.0,Moscow region,0.0,23.89,15.5,8.6,7.0,14,Cosmetic
4149167.0,New building,Жулебино,13.0,Moscow region,0.0,23.89,15.5,8.6,3.0,14,Cosmetic
6708988.0,New building,Красногвардейская,11.0,Moscow region,2.0,48.06,29.1,9.2,11.0,20,Cosmetic
7260000.0,New building,Битца,12.0,Moscow region,1.0,40.2,22.5,16.0,2.0,9,Cosmetic
8700000.0,New building,Битца,12.0,Moscow region,1.0,59.0,32.0,25.8,10.0,9,Cosmetic
7600000.0,New building,Битца,12.0,Moscow region,1.0,47.3,26.0,16.2,4.0,9,Cosmetic
10430000.0,New building,Битца,12.0,Moscow region,2.0,67.4,36.2,21.4,10.0,9,Cosmetic
10760000.0,New building,Битца,12.0,Moscow region,2.0,74.5,39.8,21.2,3.0,9,Cosmetic
11750000.0,New building,Битца,12.0,Moscow region,3.0,82.9,44.0,22.2,5.0,9,Cosmetic
12040000.0,New building,Битца,12.0,Moscow region,3.0,82.9,44.0,22.2,2.0,9,Cosmetic
11920000.0,New building,Битца,12.0,Moscow region,3.0,82.0,43.6,22.4,5.0,9,Cosmetic
12440000.0,New building,Битца,12.0,Moscow region,3.0,89.0,47.1,25.4,3.0,9,Cosmetic
12710000.0,New building,Битца,12.0,Moscow region,3.0,94.3,49.8,25.6,3.0,9,Cosmetic
15070000.0,New building,Битца,12.0,Moscow region,2.0,98.8,52.1,43.1,13.0,9,Cosmetic
14400800.0,New building,Битца,12.0,Moscow region,2.0,133.3,69.5,19.2,8.0,9,Cosmetic
16431200.0,New building,Битца,12.0,Moscow region,2.0,151.0,78.5,19.1,8.0,9,Cosmetic
18530000.0,New building,Битца,12.0,Moscow region,2.0,163.4,84.7,20.2,7.0,9,European-style renovation
18780000.0,New building,Битца,12.0,Moscow region,2.0,118.4,62.0,16.4,13.0,9,European-style renovation
5010000.0,New building,Битца,12.0,Moscow region,1.0,19.9,12.2,8.3,2.0,9,Cosmetic
6250000.0,New building,Битца,12.0,Moscow region,1.0,31.5,18.1,9.2,3.0,9,Cosmetic
10830000.0,New building,Битца,12.0,Moscow region,2.0,69.8,37.4,21.3,11.0,9,Cosmetic
17737800.0,New building,Битца,12.0,Moscow region,2.0,147.8,76.9,40.1,7.0,9,European-style renovation
7250000.0,New building,Битца,12.0,Moscow region,1.0,39.9,22.3,15.3,2.0,9,Cosmetic
8120000.0,New building,Битца,12.0,Moscow region,1.0,47.0,25.9,10.5,4.0,9,Cosmetic
7200000.0,New building,Битца,12.0,Moscow region,1.0,39.9,22.3,15.3,7.0,9,Cosmetic
6400000.0,New building,Битца,6.0,Moscow region,2.0,51.1,27.5,10.3,3.0,9,Cosmetic
7050420.0,New building,Котельники,9.0,Moscow region,2.0,51.09,23.0,13.0,7.0,17,Cosmetic
6948240.0,New building,Котельники,9.0,Moscow region,2.0,51.09,28.0,10.9,18.0,17,Cosmetic
8018570.0,New building,Котельники,9.0,Moscow region,2.0,60.29,29.0,14.0,12.0,17,Cosmetic
5940540.0,New building,Котельники,9.0,Moscow region,1.0,34.74,10.2,11.6,10.0,17,Cosmetic
9890540.0,New building,Котельники,9.0,Moscow region,3.0,81.74,42.0,14.0,7.0,17,Cosmetic
7908990.0,New building,Котельники,9.0,Moscow region,2.0,61.31,33.1,11.7,8.0,17,Cosmetic
5622196.0,New building,Красногвардейская,16.0,Moscow region,2.0,37.1,26.0,3.0,14.0,20,Cosmetic
5655544.0,New building,Красногвардейская,16.0,Moscow region,2.0,42.23,27.9,6.1,6.0,20,Cosmetic
6327784.0,New building,Жулебино,13.0,Moscow region,1.0,37.16,14.9,13.2,5.0,14,Cosmetic
6150132.0,New building,Красногвардейская,11.0,Moscow region,2.0,47.4,29.1,9.2,2.0,20,Cosmetic
6200000.0,New building,Котельники,6.0,Moscow region,0.0,23.4,12.0,5.0,3.0,17,Cosmetic
7481600.0,New building,Депо,13.0,Moscow,1.0,32.0,12.3,10.1,6.0,11,Cosmetic
5344610.0,New building,Депо,13.0,Moscow,0.0,19.7,9.4,5.1,23.0,11,Cosmetic
17067607.0,New building,Варшавская,6.0,Moscow,3.0,70.92,43.0,7.0,6.0,15,Cosmetic
8870770.0,New building,Жулебино,14.0,Moscow region,2.0,59.0,30.2,13.2,9.0,14,Cosmetic
7767069.0,New building,Жулебино,13.0,Moscow region,2.0,54.22,28.6,13.6,5.0,14,Cosmetic
5179828.0,New building,Красногвардейская,11.0,Moscow region,2.0,34.54,19.8,6.0,6.0,20,Cosmetic
4344603.0,New building,Красногвардейская,11.0,Moscow region,0.0,26.69,12.3,5.0,11.0,20,Cosmetic
5472046.0,New building,Красногвардейская,12.0,Moscow region,0.0,26.42,17.4,8.8,8.0,20,Cosmetic
7742720.0,New building,Котельники,10.0,Moscow region,2.0,60.49,28.0,13.0,4.0,17,Cosmetic
6397440.0,New building,Котельники,9.0,Moscow region,1.0,39.2,14.5,11.5,22.0,17,Cosmetic
6250560.0,New building,Котельники,9.0,Moscow region,1.0,38.3,12.6,12.5,17.0,17,Cosmetic
6531660.0,New building,Жулебино,8.0,Moscow region,1.0,33.24,14.3,9.4,22.0,14,Cosmetic
6700000.0,New building,Братиславская,7.0,Moscow,0.0,21.6,13.1,5.6,12.0,16,Cosmetic
22106719.0,New building,Варшавская,6.0,Moscow,4.0,88.52,60.0,6.0,7.0,15,European-style renovation
17082438.0,New building,Варшавская,6.0,Moscow,3.0,65.73,43.0,8.0,7.0,15,Cosmetic
26702396.0,New building,Варшавская,6.0,Moscow,5.0,108.36,77.0,4.0,2.0,15,European-style renovation
26823414.0,New building,Варшавская,6.0,Moscow,5.0,107.77,77.0,4.0,5.0,15,European-style renovation
22497071.0,New building,Варшавская,6.0,Moscow,3.0,90.3,48.0,18.0,9.0,15,European-style renovation
19819130.0,New building,Варшавская,6.0,Moscow,3.0,76.81,49.0,6.0,7.0,15,European-style renovation
19884956.0,New building,Варшавская,6.0,Moscow,3.0,76.81,49.0,6.0,8.0,15,European-style renovation
18213716.0,New building,Варшавская,6.0,Moscow,3.0,69.74,43.0,7.0,9.0,15,European-style renovation
25448304.0,New building,Варшавская,6.0,Moscow,3.0,104.82,52.0,22.0,11.0,15,European-style renovation
11100320.0,New building,Братиславская,13.0,Moscow,2.0,63.07,34.0,11.9,3.0,16,Cosmetic
11054560.0,New building,Братиславская,13.0,Moscow,2.0,62.81,33.9,11.8,7.0,16,Cosmetic
11100320.0,New building,Братиславская,13.0,Moscow,2.0,63.07,34.0,11.9,5.0,16,Cosmetic
15009120.0,New building,Братиславская,13.0,Moscow,3.0,89.34,47.3,14.0,7.0,16,Cosmetic
12344300.0,New building,Братиславская,13.0,Moscow,2.0,69.35,37.2,12.4,13.0,16,Cosmetic
14263600.0,New building,Братиславская,13.0,Moscow,3.0,84.4,44.8,13.6,13.0,16,Cosmetic
12205600.0,New building,Братиславская,13.0,Moscow,2.0,69.35,37.2,12.4,7.0,16,Cosmetic
10879360.0,New building,Братиславская,13.0,Moscow,2.0,61.12,33.0,11.7,13.0,16,Cosmetic
11801400.0,New building,Братиславская,13.0,Moscow,2.0,66.3,35.7,12.1,13.0,16,Cosmetic
11054560.0,New building,Братиславская,13.0,Moscow,2.0,62.81,33.9,11.8,7.0,16,Cosmetic
12121000.0,New building,Братиславская,13.0,Moscow,3.0,71.3,38.2,12.5,5.0,16,Cosmetic
8752710.0,New building,Братиславская,13.0,Moscow,1.0,44.43,24.6,10.3,13.0,16,Cosmetic
8930430.0,New building,Братиславская,13.0,Moscow,1.0,44.43,24.6,10.3,17.0,16,Cosmetic
11978580.0,New building,Братиславская,13.0,Moscow,2.0,66.18,35.6,12.1,19.0,16,Cosmetic
8930430.0,New building,Братиславская,13.0,Moscow,1.0,44.43,24.6,10.3,23.0,16,Cosmetic
11978580.0,New building,Братиславская,13.0,Moscow,2.0,66.18,35.6,12.1,23.0,16,Cosmetic
8644470.0,New building,Братиславская,13.0,Moscow,1.0,44.79,24.8,10.3,5.0,16,Cosmetic
8644470.0,New building,Братиславская,13.0,Moscow,1.0,44.79,24.8,10.3,7.0,16,Cosmetic
8675880.0,New building,Братиславская,13.0,Moscow,1.0,44.04,24.4,10.3,13.0,16,Cosmetic
8823630.0,New building,Братиславская,13.0,Moscow,1.0,44.79,24.8,10.3,13.0,16,Cosmetic
8737110.0,New building,Братиславская,13.0,Moscow,1.0,45.27,25.0,10.4,5.0,16,Cosmetic
8918190.0,New building,Братиславская,13.0,Moscow,1.0,45.27,25.0,10.4,13.0,16,Cosmetic
11472100.0,New building,Братиславская,13.0,Moscow,2.0,64.45,34.7,12.0,15.0,16,Cosmetic
9099270.0,New building,Братиславская,13.0,Moscow,1.0,45.27,25.0,10.4,17.0,16,Cosmetic
9099270.0,New building,Братиславская,13.0,Moscow,1.0,45.27,25.0,10.4,23.0,16,Cosmetic
8262330.0,New building,Братиславская,13.0,Moscow,1.0,42.81,23.8,10.2,3.0,16,Cosmetic
8644470.0,New building,Братиславская,13.0,Moscow,1.0,44.79,24.8,10.3,5.0,16,Cosmetic
8644470.0,New building,Братиславская,13.0,Moscow,1.0,44.79,24.8,10.3,7.0,16,Cosmetic
8644470.0,New building,Братиславская,13.0,Moscow,1.0,44.79,24.8,10.3,9.0,16,Cosmetic
8823630.0,New building,Братиславская,13.0,Moscow,1.0,44.79,24.8,10.3,11.0,16,Cosmetic
8675880.0,New building,Братиславская,13.0,Moscow,1.0,44.04,24.4,10.3,13.0,16,Cosmetic
8823630.0,New building,Братиславская,13.0,Moscow,1.0,44.79,24.8,10.3,13.0,16,Cosmetic
8823630.0,New building,Братиславская,13.0,Moscow,1.0,44.79,24.8,10.3,15.0,16,Cosmetic
10952340.0,New building,Братиславская,13.0,Moscow,2.0,61.53,33.2,11.7,13.0,16,Cosmetic
11100320.0,New building,Братиславская,13.0,Moscow,2.0,63.07,34.0,11.9,3.0,16,Cosmetic
11054560.0,New building,Братиславская,13.0,Moscow,2.0,62.81,33.9,11.8,5.0,16,Cosmetic
11180180.0,New building,Братиславская,13.0,Moscow,2.0,62.81,33.9,11.8,11.0,16,Cosmetic
11100320.0,New building,Братиславская,13.0,Moscow,2.0,63.07,34.0,11.9,5.0,16,Cosmetic
11075160.0,New building,Братиславская,13.0,Moscow,2.0,62.22,33.6,11.8,13.0,16,Cosmetic
15009120.0,New building,Братиславская,13.0,Moscow,3.0,89.34,47.3,14.0,3.0,16,Cosmetic
12205600.0,New building,Братиславская,13.0,Moscow,2.0,69.35,37.2,12.4,3.0,16,Cosmetic
12205600.0,New building,Братиславская,13.0,Moscow,2.0,69.35,37.2,12.4,5.0,16,Cosmetic
15009120.0,New building,Братиславская,13.0,Moscow,3.0,89.34,47.3,14.0,7.0,16,Cosmetic
12205600.0,New building,Братиславская,13.0,Moscow,2.0,69.35,37.2,12.4,7.0,16,Cosmetic
10879360.0,New building,Братиславская,13.0,Moscow,2.0,61.12,33.0,11.7,13.0,16,Cosmetic
14263600.0,New building,Братиславская,13.0,Moscow,3.0,84.4,44.8,13.6,13.0,16,Cosmetic
10825760.0,New building,Братиславская,13.0,Moscow,2.0,61.51,33.2,11.7,7.0,16,Cosmetic
11668800.0,New building,Братиславская,13.0,Moscow,2.0,66.3,35.7,12.1,3.0,16,Cosmetic
11343200.0,New building,Братиславская,13.0,Moscow,2.0,64.45,34.7,12.0,5.0,16,Cosmetic
11343200.0,New building,Братиславская,13.0,Moscow,2.0,64.45,34.7,12.0,7.0,16,Cosmetic
12841950.0,New building,Братиславская,13.0,Moscow,3.0,70.95,38.0,12.5,7.0,16,Cosmetic
10029210.0,New building,Братиславская,13.0,Moscow,2.0,55.41,30.1,11.2,7.0,16,Cosmetic
11472100.0,New building,Братиславская,13.0,Moscow,2.0,64.45,34.7,12.0,11.0,16,Cosmetic
11472100.0,New building,Братиславская,13.0,Moscow,2.0,64.45,34.7,12.0,13.0,16,Cosmetic
10250850.0,New building,Братиславская,13.0,Moscow,2.0,55.41,30.1,11.2,13.0,16,Cosmetic
10950720.0,New building,Братиславская,13.0,Moscow,2.0,62.22,33.6,11.8,3.0,16,Cosmetic
11054560.0,New building,Братиславская,13.0,Moscow,2.0,62.81,33.9,11.8,5.0,16,Cosmetic
10950720.0,New building,Братиславская,13.0,Moscow,2.0,62.22,33.6,11.8,7.0,16,Cosmetic
11180180.0,New building,Братиславская,13.0,Moscow,2.0,62.81,33.9,11.8,11.0,16,Cosmetic
11075160.0,New building,Братиславская,13.0,Moscow,2.0,62.22,33.6,11.8,13.0,16,Cosmetic
11180180.0,New building,Братиславская,13.0,Moscow,2.0,62.81,33.9,11.8,13.0,16,Cosmetic
8912000.0,New building,Депо,19.0,Moscow,1.0,44.56,24.7,10.3,13.0,11,Cosmetic
8912000.0,New building,Депо,19.0,Moscow,1.0,44.56,24.7,10.3,15.0,11,Cosmetic
8639680.0,New building,Депо,19.0,Moscow,1.0,44.08,24.4,10.3,5.0,11,Cosmetic
14644080.0,New building,Депо,19.0,Moscow,3.0,85.14,45.2,13.7,14.0,11,Cosmetic
12682670.0,New building,Депо,19.0,Moscow,2.0,70.07,37.6,12.4,15.0,11,Cosmetic
9234000.0,New building,Депо,19.0,Moscow,1.0,46.17,25.5,10.5,13.0,11,Cosmetic
8639680.0,New building,Депо,19.0,Moscow,1.0,44.08,24.4,10.3,3.0,11,Cosmetic
8614200.0,New building,Депо,19.0,Moscow,1.0,43.95,24.4,10.3,5.0,11,Cosmetic
8912000.0,New building,Депо,19.0,Moscow,1.0,44.56,24.7,10.3,11.0,11,Cosmetic
8790000.0,New building,Депо,19.0,Moscow,1.0,43.95,24.4,10.3,15.0,11,Cosmetic
10246000.0,New building,Депо,19.0,Moscow,2.0,54.5,29.7,11.1,13.0,11,Cosmetic
10499800.0,New building,Депо,19.0,Moscow,2.0,55.85,30.4,11.3,13.0,11,Cosmetic
12002110.0,New building,Депо,19.0,Moscow,2.0,66.31,35.7,12.1,13.0,11,Cosmetic
10276400.0,New building,Депо,19.0,Moscow,2.0,55.85,30.4,11.3,3.0,11,Cosmetic
6600000.0,New building,Депо,19.0,Moscow,0.0,27.25,15.9,8.9,9.0,11,Cosmetic
11321750.0,New building,Депо,19.0,Moscow,2.0,63.25,34.1,11.9,5.0,11,Cosmetic
12352200.0,New building,Депо,19.0,Moscow,3.0,71.4,38.2,12.5,5.0,11,Cosmetic
15338700.0,New building,Депо,19.0,Moscow,3.0,89.7,47.5,14.1,3.0,11,Cosmetic
11869490.0,New building,Депо,19.0,Moscow,2.0,66.31,35.7,12.1,5.0,11,Cosmetic
12542530.0,New building,Депо,19.0,Moscow,2.0,70.07,37.6,12.4,9.0,11,Cosmetic
15428400.0,New building,Депо,19.0,Moscow,3.0,89.7,47.5,14.1,11.0,11,Cosmetic
14644080.0,New building,Депо,19.0,Moscow,3.0,85.14,45.2,13.7,11.0,11,Cosmetic
16089600.0,New building,Депо,19.0,Moscow,4.0,83.8,44.5,13.6,13.0,11,Cosmetic
15428400.0,New building,Депо,19.0,Moscow,3.0,89.7,47.5,14.1,13.0,11,Cosmetic
12682670.0,New building,Депо,19.0,Moscow,2.0,70.07,37.6,12.4,13.0,11,Cosmetic
14916330.0,New building,Депо,19.0,Moscow,3.0,87.23,46.2,13.9,3.0,11,Cosmetic
15043120.0,New building,Депо,19.0,Moscow,3.0,87.46,46.4,13.9,13.0,11,Cosmetic
11869490.0,New building,Депо,19.0,Moscow,2.0,66.31,35.7,12.1,7.0,11,Cosmetic
12163200.0,New building,Депо,19.0,Moscow,2.0,67.2,36.1,12.2,13.0,11,Cosmetic
10948690.0,New building,Депо,19.0,Moscow,2.0,60.49,32.7,11.6,13.0,11,Cosmetic
10276400.0,New building,Депо,19.0,Moscow,2.0,55.85,30.4,11.3,9.0,11,Cosmetic
12352200.0,New building,Депо,19.0,Moscow,3.0,71.4,38.2,12.5,9.0,11,Cosmetic
11412050.0,New building,Депо,19.0,Moscow,2.0,63.05,34.0,11.9,11.0,11,Cosmetic
8119173.0,New building,Жулебино,14.0,Moscow region,3.0,57.77,38.6,6.0,11.0,14,Cosmetic
18604898.0,New building,Марьино,4.0,Moscow,3.0,75.3,40.2,12.9,29.0,15,European-style renovation
17885200.0,New building,Курьяново,7.0,Moscow,3.0,73.3,39.2,12.7,6.0,25,European-style renovation
23976600.0,New building,Курьяново,7.0,Moscow,4.0,106.8,56.1,15.5,3.0,25,European-style renovation
10300000.0,New building,Братиславская,4.0,Moscow,1.0,35.7,10.1,17.0,5.0,16,Cosmetic
5813345.0,New building,Красногвардейская,16.0,Moscow region,2.0,39.71,27.1,4.1,6.0,20,Cosmetic
8216145.0,New building,Жулебино,14.0,Moscow region,3.0,57.87,38.7,6.3,14.0,14,Cosmetic
6238596.0,New building,Жулебино,14.0,Moscow region,2.0,40.52,25.1,7.1,10.0,14,Cosmetic
14543200.0,New building,Котельники,8.0,Moscow region,3.0,78.4,40.9,22.5,3.0,17,Cosmetic
9966750.0,New building,Котельники,8.0,Moscow region,1.0,41.1,10.7,21.2,3.0,17,Cosmetic
10495680.0,New building,Котельники,17.0,Moscow region,2.0,69.6,30.8,22.4,15.0,17,Cosmetic
6948240.0,New building,Котельники,9.0,Moscow region,2.0,51.09,23.0,13.0,17.0,17,Cosmetic
5500000.0,New building,Домодедовская,10.0,Moscow region,1.0,42.6,19.5,9.9,8.0,15,Cosmetic
9090240.0,New building,Депо,19.0,Moscow,1.0,44.56,24.7,10.3,21.0,11,Cosmetic
12201040.0,New building,Депо,19.0,Moscow,2.0,66.31,35.7,12.1,23.0,11,Cosmetic
12201040.0,New building,Депо,19.0,Moscow,2.0,66.31,35.7,12.1,25.0,11,Cosmetic
8639680.0,New building,Депо,19.0,Moscow,1.0,44.08,24.4,10.3,3.0,11,Cosmetic
8614200.0,New building,Депо,19.0,Moscow,1.0,43.95,24.4,10.3,3.0,11,Cosmetic
8614200.0,New building,Депо,19.0,Moscow,1.0,43.95,24.4,10.3,5.0,11,Cosmetic
8639680.0,New building,Депо,19.0,Moscow,1.0,44.08,24.4,10.3,6.0,11,Cosmetic
11171390.0,New building,Депо,19.0,Moscow,2.0,62.41,33.7,11.8,9.0,11,Cosmetic
8614200.0,New building,Депо,19.0,Moscow,1.0,43.95,24.4,10.3,9.0,11,Cosmetic
8600000.0,New building,Депо,19.0,Moscow,1.0,43.0,23.9,10.2,11.0,11,Cosmetic
8816000.0,New building,Депо,19.0,Moscow,1.0,44.08,24.4,10.3,15.0,11,Cosmetic
8790000.0,New building,Депо,19.0,Moscow,1.0,43.95,24.4,10.3,15.0,11,Cosmetic
8784720.0,New building,Депо,19.0,Moscow,1.0,44.82,24.8,10.3,3.0,11,Cosmetic
8784720.0,New building,Депо,19.0,Moscow,1.0,44.82,24.8,10.3,9.0,11,Cosmetic
8733760.0,New building,Депо,19.0,Moscow,1.0,44.56,24.7,10.3,9.0,11,Cosmetic
11285950.0,New building,Депо,19.0,Moscow,2.0,63.05,34.0,11.9,5.0,11,Cosmetic
11285950.0,New building,Депо,19.0,Moscow,2.0,63.05,34.0,11.9,9.0,11,Cosmetic
11412050.0,New building,Депо,19.0,Moscow,2.0,63.05,34.0,11.9,11.0,11,Cosmetic
10765880.0,New building,Депо,19.0,Moscow,2.0,59.48,32.2,11.6,11.0,11,Cosmetic
12682670.0,New building,Депо,19.0,Moscow,2.0,70.07,37.6,12.4,11.0,11,Cosmetic
10276400.0,New building,Депо,19.0,Moscow,2.0,55.85,30.4,11.3,7.0,11,Cosmetic
10499800.0,New building,Депо,19.0,Moscow,2.0,55.85,30.4,11.3,11.0,11,Cosmetic
8675880.0,New building,Братиславская,13.0,Moscow,1.0,44.04,14.0,17.9,14.0,16,Cosmetic
7200000.0,New building,Царицыно,10.0,Moscow,1.0,33.7,19.2,8.7,5.0,13,Cosmetic
12430050.0,New building,Депо,19.0,Moscow,3.0,71.85,38.5,12.6,3.0,11,Cosmetic
12430050.0,New building,Депо,19.0,Moscow,3.0,71.85,38.5,12.6,5.0,11,Cosmetic
12028800.0,New building,Депо,19.0,Moscow,2.0,67.2,36.1,12.2,5.0,11,Cosmetic
